chr18 77100000 78077248
chr18 75000000 77075000
chr18 74475000 74925000
chr18 74100000 74475000
chr18 71800000 74100000
chr18 70375000 71725000
chr18 68200000 70325000
chr18 67850000 68150000
chr18 66500000 67775000
chr18 64800000 66400000
chr18 61675000 64600000
chr18 61175000 61675000
chr18 60675000 61150000
chr18 60275000 60675000
chr18 59850000 60250000
chr18 59200000 59825000
chr18 58300000 59175000
chr18 57075000 58250000
chr18 56425000 57075000
chr18 56175000 56425000
chr18 55850000 56175000
chr18 55250000 55800000
chr18 54350000 55225000
chr18 51650000 54325000
chr18 48625000 51650000
chr18 48300000 48600000
chr18 47000000 47950000
chr18 46175000 47000000
chr18 45975000 46175000
chr18 45275000 45950000
chr18 44550000 45275000
chr18 43700000 44550000
chr18 43200000 43675000
chr18 41175000 43125000
chr18 39550000 41150000
chr18 35175000 39550000
chr18 33625000 35125000
chr18 32800000 33575000
chr18 32450000 32725000
chr18 30225000 32400000
chr18 29725000 30150000
chr18 29125000 29575000
chr18 25200000 28525000
chr18 23875000 25150000
chr18 21825000 23675000
chr18 21100000 21725000
chr18 20600000 21075000
chr18 15425000 20375000
chr18 13150000 15425000
chr18 12700000 12950000
chr18 12300000 12675000
chr18 10575000 12225000
chr18 9950000 10550000
chr18 9575000 9950000
chr18 9075000 9550000
chr18 8625000 9025000
chr18 7175000 8600000
chr18 6550000 7050000
chr18 5150000 6525000
chr18 4075000 5050000
chr18 3250000 4075000
chr18 2575000 3250000
chr18 850000 2575000
chr18 0 850000
