chr11 134200000 135006516
chr11 133775000 134125000
chr11 130800000 133750000
chr11 130075000 130800000
chr11 129725000 130025000
chr11 129225000 129625000
chr11 128925000 129225000
chr11 127875000 128850000
chr11 126150000 127875000
chr11 125775000 126150000
chr11 124750000 125750000
chr11 124475000 124725000
chr11 124275000 124475000
chr11 123600000 124250000
chr11 123150000 123425000
chr11 122925000 123125000
chr11 122450000 122925000
chr11 121500000 122450000
chr11 121100000 121475000
chr11 120200000 121075000
chr11 119225000 120200000
chr11 118925000 119225000
chr11 118450000 118900000
chr11 118050000 118450000
chr11 117100000 118000000
chr11 116600000 117025000
chr11 114600000 116600000
chr11 114200000 114475000
chr11 113725000 114150000
chr11 113175000 113625000
chr11 112050000 113175000
chr11 111400000 111950000
chr11 110325000 111375000
chr11 109800000 110300000
chr11 108525000 109700000
chr11 107850000 108525000
chr11 107400000 107775000
chr11 105950000 107125000
chr11 104300000 105950000
chr11 103550000 104050000
chr11 102975000 103500000
chr11 102575000 102950000
chr11 101725000 102550000
chr11 100425000 101675000
chr11 96200000 100325000
chr11 95525000 96175000
chr11 94800000 95525000
chr11 94250000 94725000
chr11 93400000 94250000
chr11 92650000 93400000
chr11 89925000 92625000
chr11 87175000 89475000
chr11 86650000 87050000
chr11 86050000 86650000
chr11 85275000 86025000
chr11 83000000 85250000
chr11 82350000 83000000
chr11 79225000 82075000
chr11 78300000 78825000
chr11 77850000 78300000
chr11 77350000 77775000
chr11 76825000 77350000
chr11 76425000 76750000
chr11 75300000 76425000
chr11 74975000 75250000
chr11 74625000 74975000
chr11 73650000 74600000
chr11 73125000 73400000
chr11 72400000 73050000
chr11 72175000 72400000
chr11 71500000 72150000
chr11 70300000 71475000
chr11 69725000 70275000
chr11 69500000 69725000
chr11 68350000 69500000
chr11 67750000 68225000
chr11 66150000 67575000
chr11 65375000 66050000
chr11 65025000 65375000
chr11 64550000 64875000
chr11 64125000 64525000
chr11 63750000 64125000
chr11 63525000 63750000
chr11 62650000 63525000
chr11 62150000 62650000
chr11 61925000 62100000
chr11 61550000 61900000
chr11 61200000 61500000
chr11 61050000 61200000
chr11 60525000 61000000
chr11 59300000 60525000
chr11 57425000 58925000
chr11 57050000 57425000
chr11 56575000 57050000
chr11 51600000 56550000
chr11 50800000 51600000
chr11 48325000 50800000
chr11 47925000 48200000
chr11 47200000 47875000
chr11 46400000 47200000
chr11 45975000 46375000
chr11 45375000 45850000
chr11 45150000 45375000
chr11 44950000 45150000
chr11 44575000 44950000
chr11 43350000 44550000
chr11 40300000 43325000
chr11 36825000 38825000
chr11 35525000 36800000
chr11 34925000 35475000
chr11 34525000 34925000
chr11 34150000 34400000
chr11 33850000 34100000
chr11 32900000 33800000
chr11 31225000 32825000
chr11 30350000 31025000
chr11 29450000 30225000
chr11 27550000 29425000
chr11 27200000 27525000
chr11 22850000 27175000
chr11 22350000 22850000
chr11 20650000 22175000
chr11 19575000 20650000
chr11 19050000 19575000
chr11 18250000 18925000
chr11 17575000 18025000
chr11 17100000 17575000
chr11 16750000 17100000
chr11 15300000 16750000
chr11 14550000 15250000
chr11 14300000 14550000
chr11 13475000 14300000
chr11 12975000 13475000
chr11 12325000 12950000
chr11 11925000 12325000
chr11 10800000 11825000
chr11 10425000 10775000
chr11 9775000 10400000
chr11 9550000 9775000
chr11 9000000 9525000
chr11 8600000 8925000
chr11 8175000 8600000
chr11 6775000 8150000
chr11 6000000 6750000
chr11 5450000 5925000
chr11 4175000 5425000
chr11 3475000 4150000
chr11 2525000 3475000
chr11 2200000 2450000
chr11 1600000 2200000
chr11 850000 1550000
chr11 100000 800000
