chr8 145725000 146364022
chr8 145300000 145700000
chr8 144400000 145300000
chr8 142450000 144350000
chr8 141650000 142375000
chr8 141475000 141650000
chr8 140650000 141450000
chr8 139675000 140650000
chr8 135900000 138550000
chr8 134475000 135900000
chr8 133675000 134475000
chr8 131750000 133175000
chr8 130825000 131750000
chr8 128750000 130800000
chr8 127825000 128725000
chr8 126725000 127825000
chr8 126100000 126725000
chr8 125525000 126075000
chr8 124800000 125500000
chr8 124250000 124775000
chr8 123675000 124050000
chr8 121950000 123675000
chr8 121450000 121950000
chr8 120850000 121450000
chr8 119725000 120800000
chr8 118325000 119725000
chr8 116050000 118200000
chr8 114475000 115175000
chr8 113750000 114200000
chr8 111125000 112825000
chr8 110350000 110750000
chr8 109875000 110350000
chr8 108850000 109775000
chr8 107900000 108825000
chr8 106875000 107700000
chr8 105500000 106850000
chr8 104575000 105475000
chr8 104075000 104575000
chr8 103250000 104050000
chr8 102325000 103250000
chr8 101850000 102225000
chr8 101575000 101850000
chr8 101150000 101575000
chr8 99150000 101150000
chr8 98725000 99125000
chr8 97275000 98600000
chr8 96275000 97250000
chr8 95675000 96275000
chr8 95000000 95500000
chr8 94700000 95000000
chr8 92425000 94650000
chr8 92200000 92425000
chr8 91025000 92100000
chr8 90725000 91000000
chr8 87625000 90725000
chr8 86575000 87400000
chr8 86000000 86575000
chr8 82925000 85525000
chr8 82175000 82650000
chr8 80950000 82175000
chr8 80575000 80950000
chr8 79350000 80525000
chr8 76300000 79275000
chr8 75275000 76200000
chr8 74575000 75275000
chr8 73925000 74575000
chr8 73100000 73775000
chr8 71650000 72725000
chr8 70825000 71600000
chr8 69425000 70575000
chr8 68725000 69325000
chr8 67350000 68425000
chr8 66500000 67325000
chr8 65450000 66475000
chr8 62675000 65325000
chr8 61550000 62475000
chr8 59475000 61325000
chr8 58325000 59325000
chr8 57325000 58275000
chr8 56675000 57125000
chr8 55750000 56625000
chr8 55075000 55500000
chr8 53000000 54925000
chr8 52700000 52925000
chr8 49900000 52550000
chr8 48975000 49875000
chr8 43850000 48900000
chr8 42250000 43825000
chr8 42000000 42250000
chr8 41775000 42000000
chr8 41400000 41725000
chr8 40950000 41400000
chr8 40075000 40900000
chr8 39725000 40075000
chr8 38650000 38975000
chr8 37600000 38650000
chr8 36700000 37600000
chr8 33475000 36675000
chr8 32400000 33475000
chr8 31075000 32400000
chr8 30500000 31050000
chr8 30025000 30500000
chr8 29175000 30025000
chr8 28475000 29175000
chr8 27925000 28300000
chr8 27700000 27875000
chr8 27450000 27625000
chr8 27125000 27450000
chr8 26225000 27100000
chr8 25975000 26225000
chr8 24975000 25950000
chr8 24325000 24850000
chr8 23600000 24100000
chr8 23325000 23575000
chr8 22900000 23275000
chr8 22450000 22875000
chr8 21875000 22450000
chr8 20075000 21775000
chr8 19225000 20025000
chr8 18750000 19225000
chr8 17875000 18725000
chr8 17100000 17800000
chr8 16650000 17025000
chr8 13600000 16650000
chr8 12475000 13575000
chr8 12100000 12250000
chr8 11250000 11900000
chr8 10375000 11200000
chr8 9725000 10275000
chr8 8875000 9725000
chr8 8525000 8875000
chr8 7475000 8525000
chr8 6250000 7025000
chr8 2350000 6250000
chr8 1675000 2100000
chr8 150000 1650000
