chr4 191050000 191154276
chr4 187150000 190925000
chr4 186550000 187125000
chr4 186125000 186525000
chr4 185150000 186050000
chr4 184375000 185100000
chr4 183850000 184350000
chr4 183350000 183825000
chr4 182000000 183275000
chr4 176850000 181450000
chr4 175700000 176700000
chr4 173800000 175275000
chr4 171050000 173725000
chr4 170725000 171025000
chr4 169925000 170700000
chr4 169050000 169850000
chr4 167050000 169000000
chr4 166025000 167050000
chr4 163425000 165675000
chr4 160400000 163300000
chr4 159600000 160400000
chr4 159150000 159575000
chr4 158900000 159125000
chr4 156875000 158900000
chr4 156300000 156750000
chr4 154750000 156300000
chr4 154050000 154700000
chr4 153750000 154050000
chr4 153350000 153700000
chr4 152025000 153325000
chr4 150875000 151975000
chr4 148825000 150825000
chr4 148550000 148825000
chr4 148075000 148525000
chr4 146875000 148025000
chr4 146550000 146875000
chr4 146050000 146525000
chr4 145075000 146025000
chr4 142050000 144950000
chr4 140475000 141800000
chr4 139950000 140475000
chr4 138000000 139925000
chr4 136200000 137875000
chr4 133625000 135850000
chr4 130225000 133550000
chr4 128525000 130050000
chr4 126775000 128475000
chr4 126225000 126675000
chr4 125225000 126225000
chr4 123925000 125200000
chr4 123650000 123850000
chr4 122800000 123500000
chr4 121000000 122725000
chr4 120475000 120975000
chr4 119575000 120225000
chr4 115900000 119350000
chr4 114025000 115700000
chr4 113000000 113875000
chr4 111550000 112975000
chr4 110900000 111475000
chr4 110325000 110900000
chr4 109550000 110325000
chr4 108900000 109525000
chr4 107950000 108875000
chr4 107125000 107850000
chr4 106650000 107125000
chr4 106025000 106400000
chr4 104900000 105750000
chr4 104125000 104875000
chr4 103350000 104100000
chr4 100925000 103275000
chr4 99025000 100875000
chr4 96050000 98975000
chr4 95550000 96050000
chr4 95125000 95525000
chr4 91250000 95125000
chr4 90075000 91225000
chr4 89450000 90050000
chr4 88925000 89450000
chr4 88275000 88750000
chr4 87825000 88175000
chr4 87400000 87825000
chr4 86675000 87000000
chr4 85975000 86675000
chr4 85575000 85925000
chr4 84400000 85475000
chr4 83750000 84400000
chr4 83275000 83725000
chr4 82300000 83200000
chr4 79850000 82025000
chr4 78250000 79850000
chr4 76900000 78250000
chr4 75800000 76400000
chr4 75175000 75625000
chr4 73925000 75025000
chr4 73175000 73925000
chr4 72050000 73125000
chr4 71425000 71900000
chr4 70150000 71425000
chr4 69325000 70075000
chr4 68300000 69075000
chr4 65550000 68250000
chr4 58025000 65475000
chr4 57900000 58025000
chr4 55175000 57850000
chr4 53850000 55150000
chr4 49350000 53850000
chr4 48575000 49325000
chr4 46850000 48275000
chr4 44750000 46800000
chr4 42950000 44750000
chr4 42275000 42900000
chr4 41275000 41950000
chr4 40900000 41250000
chr4 40000000 40775000
chr4 39450000 40000000
chr4 39175000 39450000
chr4 38875000 39175000
chr4 38050000 38850000
chr4 37425000 38050000
chr4 36300000 37400000
chr4 30700000 35800000
chr4 27675000 30650000
chr4 26450000 27050000
chr4 25975000 26425000
chr4 25400000 25925000
chr4 24450000 25375000
chr4 22775000 24425000
chr4 21775000 22725000
chr4 20725000 21775000
chr4 18650000 20700000
chr4 17525000 18625000
chr4 16275000 17500000
chr4 16000000 16275000
chr4 15475000 16000000
chr4 13625000 15450000
chr4 12750000 13575000
chr4 10550000 12700000
chr4 9175000 10550000
chr4 7750000 8975000
chr4 7100000 7750000
chr4 6650000 7075000
chr4 6250000 6550000
chr4 3975000 6200000
chr4 3550000 3950000
chr4 3075000 3525000
chr4 2750000 2975000
chr4 1725000 2750000
chr4 675000 1675000
chr4 0 475000
