chrX 154125000 155270560
chrX 153875000 154100000
chrX 153600000 153800000
chrX 152975000 153575000
chrX 152100000 152950000
chrX 150300000 152000000
chrX 149925000 150275000
chrX 149100000 149925000
chrX 147100000 148575000
chrX 139825000 146950000
chrX 134925000 139800000
chrX 134300000 134750000
chrX 133500000 134175000
chrX 131825000 133500000
chrX 130875000 131775000
chrX 130100000 130825000
chrX 129500000 130075000
chrX 128625000 129400000
chrX 123525000 128525000
chrX 122725000 123250000
chrX 120025000 122700000
chrX 119600000 119925000
chrX 118575000 119050000
chrX 117750000 118425000
chrX 114975000 117425000
chrX 114550000 114975000
chrX 112475000 114400000
chrX 108300000 109675000
chrX 107425000 107775000
chrX 106075000 107400000
chrX 104425000 105700000
chrX 102775000 103400000
chrX 102450000 102750000
chrX 101700000 102175000
chrX 100650000 101450000
chrX 99900000 100625000
chrX 98200000 99675000
chrX 95025000 97050000
chrX 92375000 94850000
chrX 84850000 88475000
chrX 83275000 84325000
chrX 77750000 83050000
chrX 75600000 77400000
chrX 73875000 75350000
chrX 72200000 73800000
chrX 71025000 71975000
chrX 68675000 70900000
chrX 67700000 68600000
chrX 67400000 67700000
chrX 66725000 67375000
chrX 64775000 65950000
chrX 58600000 64675000
chrX 56775000 58575000
chrX 55525000 56775000
chrX 53700000 55100000
chrX 53000000 53700000
chrX 52125000 52700000
chrX 49225000 52125000
chrX 48425000 49150000
chrX 47025000 47900000
chrX 46400000 47000000
chrX 43650000 46300000
chrX 41425000 43650000
chrX 40500000 41125000
chrX 38525000 40400000
chrX 37100000 38025000
chrX 34375000 36975000
chrX 32475000 34350000
chrX 30900000 31875000
chrX 27550000 30550000
chrX 26775000 27400000
chrX 25250000 26650000
chrX 24275000 24725000
chrX 23700000 24050000
chrX 22000000 23675000
chrX 20275000 21775000
chrX 19550000 20150000
chrX 17775000 19375000
chrX 16875000 17750000
chrX 15325000 16775000
chrX 14075000 15300000
chrX 12800000 14050000
chrX 11800000 12775000
chrX 11150000 11775000
chrX 10150000 11150000
chrX 8750000 10125000
chrX 7950000 8700000
chrX 3850000 7900000
chrX 2975000 3750000
chrX 1350000 2750000
chrX 50000 1275000
